Num,twitter1,twitter2,linkjugador,busquedasus,clubactual,nacionalidad,ligapremium,campeones,altura,patrocinador,nike,goles1819,asistencias1819,minutos1819,golhora,asishora,goahora,goahorapond,seguidoretwitter,edad,edad2,mayor30,posicióncancha,izquierdo,valormill,TweetCount
400,acheampong,tianjin,Frank Acheampong,2400,Tianjin Teda,Ghana,0,0,1.68,Nike,1,47,28,14374,0.1961875609,0.1168776958,0.3130652567,0.1854940959,,25,625,0,Extremo izquierdo,1,6.5,0
401,mirallas,fiorentina,Kevin Mirallas,27100,ACF Fiorentina,Bélgica,0,0,1.82,New Balance,0,2,0,656,0.1829268293,0,0.1829268293,0.1582625377,,31,961,1,Extremo derecho,0,6.5,89
402,adriano,fcsm,Luiz Adriano,14800,Spartak Moskva,Brasil,0,1,1.83,,0,5,4,1241,0.2417405318,0.1933924255,0.4351329573,0.235221686,,31,961,1,Delantero centro,0,6.5,4
403,samatta,krcgenk,Mbwana Samatta,8100,KRC Genk,Tanzania,0,0,1.8,,0,25,3,2623,0.5718642775,0.06862371331,0.6404879909,0.5040116172,,26,676,0,Delantero centro,0,6.5,4
404,raphinha,sporting_cp,Raphinha,,Sporting CP,Brasil,0,1,1.76,,0,3,2,1147,0.1569311247,0.1046207498,0.2615518745,0.1498780404,,22,484,0,Extremo izquierdo,1,6.5,154
405,ajeti,basel,Albian Ajeti,4400,FC Basel 1893,Suiza,0,0,1.83,,0,12,7,2152,0.3345724907,0.1951672862,0.529739777,0.3157762834,,21,441,0,Delantero centro,0,6,9
406,prijovic,ittihad,Aleksandar Prijovic,14800,Al-Ittihad Jedah,Serbia,0,0,1.91,Nike,1,18,0,2109,0.5120910384,0,0.5120910384,0.4430450557,,28,784,0,Delantero centro,0,6,13
407,sorloth,kaagent,Alexander Sörloth,1900,KAA Gent,Noruega,0,0,1.95,Nike,1,2,2,715,0.1678321678,0.1678321678,0.3356643357,0.1678321678,0.005568,23,529,0,Delantero centro,0,6,11
408,carrillo,alhilal,André Carrillo,74000,Al-Hilal Riyadh,Perú,0,0,1.81,,0,2,3,1318,0.09104704097,0.1365705615,0.2276176024,0.09718504373,299,27,729,0,Extremo derecho,0,6,15
409,favilli,genoafc,Andrea Favilli,22200,Genoa CFC,,0,0,1.91,,0,0,2,151,0,0.7947019868,0.7947019868,0.1071508297,,21,441,0,,0,6,0
410,gumina,empoli,Antonino La Gumina,2400,Empoli FC,,0,0,1.82,,0,2,3,1126,0.1065719361,0.1598579041,0.2664298401,0.113756561,,22,484,0,,0,6,47
411,zeneli,stade,Arbër Zeneli,6600,Stade Reims,Kosovo,0,0,1.76,,0,4,11,1594,0.1505646173,0.4140526976,0.5646173149,0.1860911001,,23,529,0,Extremo izquierdo,1,6,33
412,atsu,nufc,Christian Atsu,8100,Newcastle United,Ghana,1,0,1.65,Nike,1,0,0,1066,0,0,0,0,,27,729,0,Extremo izquierdo,1,6,112
413,tello,betis,Cristian Tello,18100,Real Betis Balompié,España,1,1,1.78,adidas,0,3,8,1661,0.1083684527,0.2889825406,0.3973509934,0.132720914,,27,729,0,Extremo izquierdo,1,6,734
414,lukebakio,fortuna,Dodi Lukebakio,2400,Fortuna Düsseldorf,Bélgica,0,0,1.87,Nike,1,11,2,1172,0.5631399317,0.1023890785,0.6655290102,0.5010162212,,21,441,0,Extremo derecho,0,6,34
415,dennis,clubbrugge,Emmanuel Dennis,880,Club Brugge KV,Nigeria,0,0,1.74,,0,5,0,1096,0.2737226277,0,0.2737226277,0.236816206,,21,441,0,Delantero centro,0,6,18
416,ferreyra,benfica,Facundo Ferreyra,1882,SL Benfica,Argentina,0,1,1.86,,0,1,0,522,0.1149425287,0,0.1149425287,0.09944465969,,27,729,0,Delantero centro,0,6,27
417,famara,Bristol,Famara Diédhiou,2400,Bristol City FC,,0,0,1.89,,0,8,2,1803,0.2662229617,0.06655574043,0.3327787022,0.2393015386,,26,676,0,,0,6,3
418,santander,FC Bologna,Federico Santander,9900,bologna,,0,0,1.87,,0,5,2,1549,0.1936733376,0.07746933505,0.2711426727,0.1780053822,,27,729,0,,0,6,7
419,mubele,toulouse,Firmin Mubele,3600,Toulouse FC,RD del Congo,0,0,1.75,,0,0,0,534,0,0,0,0,,24,576,0,Delantero centro,0,6,116
420,andone,bhafc,Florin Andone,14800,Brighton & Hove Albion,,0,0,1.8,,0,3,0,719,0.2503477051,0,0.2503477051,0.2165929584,22.5,25,625,0,,0,6,24
421,sol,dinamo,Fran Sol,14800,FC Dinamo de Kiev,,0,0,1.8,,0,17,0,1800,0.5666666667,0,0.5666666667,0.4902621723,,26,676,0,,0,6,20
422,lapadula,genoacfc,Gianluca Lapadula,8100,Genoa CFC,Italia,0,1,1.78,adidas,0,1,0,128,0.46875,0,0.46875,0.4055477528,,28,784,0,Delantero centro,0,6,4
423,pelle,luneng,Graziano Pellè,22200,Shandong Luneng Taishan,Italia,0,1,1.93,Nike,1,152,52,30294,0.3010497128,0.1029906912,0.404040404,0.2743451256,115,33,1089,1,Delantero centro,0,6,36
424,calleri,alaves,Jonathan Calleri,14800,Deportivo Alavés,Argentina,1,1,1.81,,0,4,2,1441,0.1665510062,0.08327550312,0.2498265094,0.1553228485,463,25,625,0,Delantero centro,0,6,584
425,jonathas,hannover96,Jonathas,5400,Hannover 96,Brasil,0,1,1.92,adidas,0,0,0,27,0,0,0,0,24.1,29,841,0,Delantero centro,0,6,15
426,juanmi,realsociedad,Juanmi,5400,Real Sociedad,,0,0,1.72,,0,3,2,1105,0.1628959276,0.1085972851,0.2714932127,0.1555747623,,25,625,0,,0,6,25
427,baptistao,zall,Leo Baptistão,8100,Wuhan Zall FC,,0,0,1.85,Nike,1,2,2,1466,0.08185538881,0.08185538881,0.1637107776,0.08185538881,,26,676,0,,0,6,0
428,diony,Etienne,Loïs Diony,6600,Saint Etienne AS,,0,0,1.83,,0,7,2,1451,0.2894555479,0.08270158511,0.372157133,0.2615786091,,26,676,0,,0,6,7
429,waldschmidt,scfreiburg,Luca Waldschmidt,5400,SC Freiburg,Alemania,0,1,1.81,,0,5,3,1203,0.2493765586,0.1496259352,0.3990024938,0.2359270363,,22,484,0,Delantero centro,0,6,18
430,perez,westham,Lucas Pérez,60500,West Ham United,España,1,1,1.8,,0,5,0,616,0.487012987,0,0.487012987,0.4213483146,,30,900,0,Delantero centro,0,6,4
431,vietto,fulham,Luciano Vietto,27100,FC Fulham,Argentina,1,1,1.73,,0,0,4,944,0,0.2542372881,0.2542372881,0.03427918492,,25,625,0,Delantero centro,0,6,28
432,benitez,independiente,Martín Benítez,14800,Club Atlético Independiente,Argentina,0,1,1.73,,0,2,1,667,0.179910045,0.08995502249,0.2698650675,0.1677812779,,24,576,0,Extremo derecho,0,6,662
433,barrow,atalanta,Musa Barrow,12100,Atalanta Bergamo,Gambia,0,0,1.83,,0,4,3,831,0.2888086643,0.2166064982,0.5054151625,0.2790735407,,20,400,0,Delantero centro,0,6,20
434,blandi,sanlorenzo,Nicolás Blandi,6600,Club Atlético San Lorenzo de Almagro,Argentina,0,1,1.8,,0,4,0,590,0.406779661,0,0.406779661,0.3519329651,,29,841,0,Delantero centro,0,6,368
435,castillo,benfica,Nicolás Castillo,49500,SL Benfica,Chile,0,0,1.79,,0,0,1,270,0,0.2222222222,0.2222222222,0.02996254682,,25,625,0,Delantero centro,0,6,37
436,fernandez,defensayjus,Nicolás Fernández,3600,Defensa y Justicia CSD,,0,0,1.72,,0,4,2,1190,0.2016806723,0.1008403361,0.3025210084,0.1880842225,,22,484,0,,0,6,0
437,bamford,lufc,Patrick Bamford,18100,Leeds United,Inglaterra,1,1,1.85,,0,2,1,252,0.4761904762,0.2380952381,0.7142857143,0.4440877475,152,25,625,0,Delantero centro,0,6,1877
438,leao,losc,Rafael Leão,206,LOSC Lille Métropole,Portugal,0,0,1.88,,0,5,0,582,0.5154639175,0,0.5154639175,0.4459631646,,19,361,0,Delantero centro,0,6,65
439,abila,bocajrs,Ramón Ábila,8100,Club Atlético Boca Juniors,,0,0,1.77,,0,1,2,264,0.2272727273,0.4545454545,0.6818181818,0.2579162411,,29,841,0,,0,6,5
440,vokes,stokecity,Sam Vokes,8100,Stoke City,,0,0,1.86,,0,4,0,1353,0.177383592,0,0.177383592,0.1534667032,,29,841,0,,0,6,100
441,nasri,westham,Samir Nasri,110000,West Ham United,Francia,1,1,1.77,New Balance,0,0,1,195,0,0.3076923077,0.3076923077,0.04148660328,,31,961,1,Extremo izquierdo,1,6,70
442,ramirez,realsociedad,Sandro Ramírez,33100,Real Sociedad,España,1,1,1.75,,0,0,1,660,0,0.09090909091,0.09090909091,0.01225740552,168,23,529,0,Delantero centro,0,6,19
443,giovinco,toronto,Sebastian Giovinco,33100,Toronto FC,Italia,0,1,1.64,Nike,1,132,98,26030,0.3042643104,0.2258932002,0.5301575106,0.2936974191,,32,1024,1,Media punta,0,6,34
444,villa,valladolid,Toni Villa,4400,Real Valladolid CF,,0,0,1.72,,0,2,2,1568,0.07653061224,0.07653061224,0.1530612245,0.07653061224,,24,576,0,,0,6,112
445,bozok,nimes,Umut Bozok,22200,Nimes Olympique ,,0,0,1.78,,0,2,4,1137,0.1055408971,0.2110817942,0.3166226913,0.1197711304,,22,484,0,,0,6,6
446,grifo,scfreiburg,Vincenzo Grifo,12100,SC Freiburg,Italia,0,1,1.8,,0,1,3,540,0.1111111111,0.3333333333,0.4444444444,0.1410736579,,25,625,0,Extremo izquierdo,1,6,54
447,misidjan,nurnberg,Virgil Misidjan,3600,1.FC Nürnberg,Países Bajos,0,0,1.73,,0,3,4,2274,0.07915567282,0.1055408971,0.1846965699,0.08271323115,,25,625,0,Extremo izquierdo,1,6,0
448,said,dijon,Wesley Saïd,3600,Dijon Football Côte d'Or,,0,0,1.71,,0,4,0,1313,0.1827875095,0,0.1827875095,0.1581420026,,23,529,0,,0,6,54
449,nesyri,cdleganes,Youssef En-Nesyri,9900,CD Leganés,,0,0,1.89,,0,6,2,1268,0.2839116719,0.09463722397,0.3785488959,0.2583915216,,21,441,0,,0,6,25
450,osako,werderbremen,Yuya Osako,2040,SV Werder Bremen,Japón,0,0,1.82,Asics,0,4,1,1028,0.233463035,0.05836575875,0.2918287938,0.2098544135,,28,784,0,Delantero centro,0,6,2
451,diaby,sporting_cp,Abdoulay Diaby,5400,Sporting CP,,0,0,1.73,,0,6,4,1455,0.2474226804,0.1649484536,0.412371134,0.2363025599,,27,729,0,,0,5.5,42
452,verbic,dynamokyiv,Benjamin Verbic,1600,Dynamo Kyiv,Eslovenia,0,0,1.82,Nike,1,9,3,2245,0.2405345212,0.08017817372,0.3207126949,0.2189134406,,25,625,0,Extremo izquierdo,1,5.5,3
453,poloz,fcrk,Dmitri Poloz,590,Rubin Kazan,Rusia,0,0,1.83,,0,3,0,1208,0.1490066225,0,0.1490066225,0.128915842,,27,729,0,Delantero centro,0,5.5,2
454,fernando,shakhtar,Fernando,9900,Shakhtar Donetsk,Brasil,0,1,1.76,,0,2,1,661,0.1815431165,0.09077155825,0.2723146747,0.1693042547,,19,361,0,Extremo izquierdo,1,5.5,10
455,diagne,kasimpasa,Mbaye Diagne,14800,Kasimpasa,Senegal,0,0,1.93,,0,20,2,1548,0.7751937984,0.07751937984,0.8527131783,0.6811253375,,27,729,0,Delantero centro,0,5.5,228
456,garcia,toluca,Santiago García,8100,Deportivo Toluca,,0,0,1.81,,0,5,0,1249,0.2401921537,0,0.2401921537,0.2078066948,,28,784,0,,0,5.5,120
457,trezeguet,kasimpasa,Trezeguet,110000,Kasimpasa,Egipto,0,0,1.79,,0,5,5,1828,0.1641137856,0.1641137856,0.3282275711,0.1641137856,,24,576,0,Extremo izquierdo,1,5.5,246
458,elarabi,duhail,Youssef El Arabi,4400,Al Duhail Sports Club,,0,0,1.83,,0,15,0,1065,0.8450704225,0,0.8450704225,0.7311283431,,31,961,1,,0,5.5,0
459,berenguer,torino,Álex Berenguer,1600,Torino FC,,0,0,1.75,,0,1,3,794,0.07556675063,0.2267002519,0.3022670025,0.09594430136,,23,529,0,,0,5,17
460,garcia,vallecano,Álvaro García,8100,Rayo Vallecano,,0,0,1.67,,0,3,1,938,0.1918976546,0.06396588486,0.2558635394,0.1746484272,,26,676,0,,0,5,108
461,ndiaye,getafe,Amath Ndiaye,3600,Getafe CF,,0,0,1.73,,0,1,2,1009,0.05946481665,0.1189296333,0.17839445,0.06748254474,,22,484,0,,0,5,7
462,elghazi,avfc,Anwar El Ghazi,8100,Aston Villa,Países Bajos,1,0,1.89,Nike,1,4,2,1148,0.2090592334,0.1045296167,0.3135888502,0.1949653525,44.5,23,529,0,Extremo derecho,0,5,6
463,sigurdsson,pfccska,Arnór Sigurdsson,,CSKA Moscú,,0,0,1.77,Nike,1,3,1,820,0.2195121951,0.07317073171,0.2926829268,0.1997807619,0.001648,19,361,0,,0,5,0
464,brereton,blackburn,Ben Brereton,12100,Blackburn Rovers FC,,0,0,1.83,,0,0,3,513,0,0.350877193,0.350877193,0.04730928445,,19,361,0,,0,5,3
465,woodburn,sufc,Ben Woodburn,6210,Sheffield United,Gales,1,0,1.74,Nike,1,0,0,398,0,0,0,0,162,19,361,0,Extremo izquierdo,1,5,7
466,mayoral,levanteud,Borja Mayoral,60500,Levante UD,España,1,1,1.82,,0,3,0,1076,0.1672862454,0,0.1672862454,0.1447307965,,21,441,0,Delantero centro,0,5,332
467,vinicius,monaco,Carlos Vinícius,1300,AS Monaco,Brasil,0,1,1.9,,0,14,2,1426,0.5890603086,0.08415147265,0.6732117812,0.5209827127,,23,529,0,Delantero centro,0,5,1293
468,cucho,huesca,Cucho Hernandez,,Sociedad Deportiva Huesca,,0,0,1.76,,0,3,1,1599,0.1125703565,0.03752345216,0.1500938086,0.1024516727,,19,361,0,,0,5,88
469,malen,psv,Donyell Malen,6600,eindhoven,,0,0,1.79,,0,5,4,727,0.4126547455,0.3301237964,0.742778542,0.4015269771,,20,400,0,,0,5,47
470,haland,redbullsalzburg,Erling Braut Haland,,Red Bull Salzburg,Noruega,0,0,1.91,,0,4,1,406,0.5911330049,0.1477832512,0.7389162562,0.53135551,,18,324,0,Delantero centro,0,5,5
471,torres,valencia,Ferrán Torres,18100,Valencia CF,España,1,1,1.84,,0,2,2,827,0.1451027811,0.1451027811,0.2902055623,0.1451027811,,18,324,0,Extremo derecho,0,5,505
472,hwang,hsv,Hee-chan Hwang,3600,Hamburgo SV,Corea del Sur,0,0,1.77,,0,2,1,974,0.1232032854,0.06160164271,0.1848049281,0.114897446,,23,529,0,Delantero centro,0,5,29
473,success,watfordfc,Isaac Success,12100,FC Watford,Nigeria,1,0,1.82,Nike,1,4,0,1197,0.2005012531,0,0.2005012531,0.1734673763,0.006437,23,529,0,Extremo izquierdo,1,5,32
474,brown,lufc,Isaiah Brown,3600,Leeds United,Inglaterra,1,1,1.82,Nike,1,32,22,10376,0.1850424056,0.1272166538,0.3122590594,0.177245675,,22,484,0,Media punta,0,5,381
475,mata,getafe,Jaime Mata,14800,Getafe CF,,0,0,1.86,,0,8,4,1283,0.3741231489,0.1870615744,0.5611847233,0.3489013636,,30,900,0,,0,5,1319
476,bowen,hullcity,Jarrod Bowen,2900,Hull City AFC,,0,0,1.75,,0,14,3,2366,0.3550295858,0.07607776839,0.4311073542,0.3174181048,,22,484,0,,0,5,186
477,adelaide,angers,Jeff Reine-Adélaïde,9900,SCO Angers,,0,0,1.84,,0,0,1,1510,0,0.03973509934,0.03973509934,0.005357541484,,21,441,0,,0,5,28
478,gallardo,monterrey,Jesús Gallardo,27100,CF Monterrey,México,0,0,1.76,,0,5,3,2217,0.1353179973,0.08119079838,0.2165087957,0.128019948,,24,576,0,Extremo izquierdo,1,5,61
479,tavares,montreal,Julio Tavarès,4400,AS Montréal-la-Cluse,,0,0,1.87,,0,5,3,1737,0.1727115717,0.103626943,0.2763385147,0.1633967903,,30,900,0,,0,5,62
480,Keno,pyramids,Keno,,Pyramids FC,,0,0,1.74,,0,9,7,1789,0.3018446059,0.2347680268,0.5366126328,0.2928005728,,29,841,0,,0,5,65
481,pintor,ol,Lenny Pintor,,Olympique Lyonnais,Francia,0,1,1.79,,0,3,1,516,0.3488372093,0.1162790698,0.4651162791,0.3174810557,,18,324,0,Delantero centro,0,5,168
482,bonatini,wolves,Léo Bonatini,9900,Wolverhampton Wanderers,Brasil,1,1,1.84,,0,1,1,291,0.206185567,0.206185567,0.412371134,0.206185567,60.5,24,576,0,Delantero centro,0,5,3
483,lincoln,flamengo,Lincoln,1900,Clube de Regatas do Flamengo,Brasil,0,1,1.78,,0,0,0,373,0,0,0,0,,18,324,0,Delantero centro,0,5,377
484,romero,psv,Maximiliano Romero,12100,PSV Eindhoven,Argentina,0,1,1.79,,0,3,1,607,0.2965403624,0.09884678748,0.3953871499,0.269885049,,20,400,0,Delantero centro,0,5,14
485,borja,palmeiras,Miguel Borja,40500,Sociedade Esportiva Palmeiras,Colombia,0,0,1.83,,0,44,14,8433,0.313055852,0.09960868018,0.4126645322,0.2842764581,,26,676,0,Delantero centro,0,5,3845
486,djenepo,standard,Moussa Djenepo,1000,Standard Lieja,Malí,0,0,1.77,,0,8,4,1875,0.256,0.128,0.384,0.238741573,0.001413,20,400,0,Extremo izquierdo,1,5,94
487,sylla,monaco,Moussa Sylla,6600,AS Monaco,Francia,0,1,1.81,,0,2,1,1366,0.0878477306,0.0439238653,0.1317715959,0.08192541168,0.007664,19,361,0,Delantero centro,0,5,15
488,maupay,brentford,Neal Maupay,8100,FC Brentford,Francia,1,1,1.73,,0,17,6,2277,0.4479578393,0.1581027668,0.6060606061,0.4088762565,,22,484,0,Delantero centro,0,5,52
489,costa,rcsa,Nuno Da Costa,5400,RC Strasbourg Alsace,Cabo Verde,0,0,1.82,,0,4,4,1336,0.1796407186,0.1796407186,0.3592814371,0.1796407186,,27,729,0,Delantero centro,0,5,10
490,idrissi,az,Oussama Idrissi,3700,Az Alkmaar,,0,0,1.83,,0,13,6,2186,0.3568161025,0.164684355,0.5215004575,0.3309106983,0.774,22,484,0,,0,5,75
491,roberts,girona,Patrick Roberts,27100,Girona FC,Inglaterra,0,1,1.67,adidas,0,0,1,410,0,0.1463414634,0.1463414634,0.01973143327,,21,441,0,Extremo derecho,0,5,16
492,pedrinho,corinthians,Pedrinho,,Sport Club Corinthians Paulista,Brasil,0,1,1.72,,0,1,4,2975,0.02016806723,0.08067226891,0.1008403361,0.02832593712,,20,400,0,Extremo derecho,0,5,1590
493,rafamir,udlp,Rafa Mir,18100,Unión Deportiva Las Palmas,,0,0,1.91,,0,5,0,1001,0.2997002997,0,0.2997002997,0.2592912705,,21,441,0,,0,5,0
494,skov,kobenhaven,Robert Skov,4400,Copenhague FC,,0,0,1.83,,0,20,4,2473,0.4852405985,0.09704811969,0.5822887182,0.4329000395,,22,484,0,,0,5,0
495,martinez,america,Roger Martínez,27100,CF América,Colombia,0,0,1.8,,0,5,1,1593,0.1883239171,0.03766478343,0.2259887006,0.1680103261,,24,576,0,Delantero centro,0,5,1423
496,ghoddos,amienssc,Saman Ghoddos,18100,SC Amiens,Irán,0,0,1.76,,0,3,4,1184,0.152027027,0.2027027027,0.3547297297,0.1588597024,,25,625,0,Delantero centro,0,5,26
497,chukwueze ,villarealcf,Samuel Chukwueze,3600,Villarreal CF,,0,0,1.72,,0,7,3,1998,0.2102102102,0.09009009009,0.3003003003,0.194014239,,19,361,0,,0,5,0
498,weah,celtic,Timothy Weah,6600,Celtic FC,Estados Unidos,0,0,1.85,,0,4,0,253,0.9486166008,0,0.9486166008,0.8207132389,,18,324,0,Delantero centro,0,5,265
499,lawrence,dcfc,Tom Lawrence,8100,Derby County FC,,0,0,1.75,,0,5,1,1751,0.1713306682,0.03426613364,0.2055968018,0.1528500568,58.2,25,625,0,,0,5,71
500,thiago,velez,Thiago Almada,880,Club Atletico Vélez Sarsfield,,0,0,1.71,,0,3,2,436,0.4128440367,0.2752293578,0.6880733945,0.3942892485,,17,289,0,,0,,76
