symbol,name,exchange,technology,industriaRBICS,finance,price,marketvalue,sales,netsales,ebit,depandamort,interest,netincome,taxes,retainearnigs,assests,currentassets,liabilities,daysreceiv,ccc,intangibles,netreceivables,freecashflow,cashflowoperations,capex,roaaverage,marketvaluelastyear,entreprisevalue,pricebv,pricetbv,growtheps,growthlongterm,pricetoearnings,evtoebitda,indistrifactset,equity,freecashtoassets,freecashtotangibleassets,debt
SPOK,"Spok Holdings, Inc.",NASDAQ,1,Telecommunications,0,13.6,263.064813,169.474,169.474,-3.173,10.769,0,-1.479,-0.706,185.294,330.544,130.978,55.99,66.88170457,67.04477399,138.448,32.386,4.4,10.315,5.915,-0.433798124,257.9865562,173.4902347,0.9364241,1.888961656,,,,22.83968334,Wireless Telecommunications,274.554,0.01331139,0.022905214,0.169387434
SPPI,"Spectrum Pharmaceuticals, Inc.",NASDAQ,1,Healthcare,0,10.09,1049.914969,109.333,109.333,-131.177,28.409,0.34,-120.011,0.001,-599.886,393.813,250.688,110.551,113.446352,-110.1729249,129.655,29.873,-62.51,-62.403,2.757,-27.05695757,910.4812527,699.9387213,3.414141,6.295904378,-100000,,,,Biotechnology,283.262,-0.158730159,-0.236638678,0.280719529
SPRO,"Spero Therapeutics, Inc.",NASDAQ,1,Healthcare,0,11.66,200.6219501,3.2669997,1.979,-41.73,0.363,0,-38.743,0,-96.84,93.479,92.059,8.522,299.4327943,,0,,-39.138,-39.111,0.027,-72.24734501,105.8168978,-56.53733625,1.995672,1.995672543,0,,,,Pharmaceuticals: Major,84.957,-0.418682271,-0.418682271,0.091164861
SPTN,SpartanNash Company,NASDAQ,1,Consumer Non-Cyclicals,0,17.44,627.0028933,8064.5518,8064.552,112.995,,30.483,33.791,6.907,247.642,1971.912,1001.096,1255.965,15.62180422,26.42280587,307.574,346.26,,171.658,,1.663744081,617.4491874,1287.88658,0.8481483,1.486947668,0,1.96323,18.16129032,6.583311166,Food Distributors,715.947,,,0.63692751
SPWH,"Sportsman's Warehouse Holdings, Inc.",NASDAQ,1,Consumer Cyclicals,0,5.57,239.1646658,849.61206,809.671,46.568,17.706,13.738,17.742,15.088,-32.825,392.394,280.755,342.596,0.164542141,153.9516945,0.276,0.319,-10.397,30.775,41.172,4.701224989,188.0684437,410.28902,4.201968,4.225384072,0,10,11.69047619,6.383436848,Specialty Stores,49.798,-0.026496328,-0.026514978,0.873091841
SPWR,SunPower Corporation,NASDAQ,1,Industrials,0,6.28,887.8915665,1726.085,1726.085,-269.797,127.204,108.011,-811.091,1.01,-2480.988,2352.649,1025.572,2502.535,62.67530133,60.51487636,12.582,234.599,-685.763,-530.437,155.326,-25.42085044,701.1924538,1901.8625,,,0,,,,Electrical Products,-149.886,-0.29148547,-0.29305272,1.063709461
SQNS,Sequans Communications SA Sponsored ADR,NYSE,0,Technology,0,1.07,101.3638217,40.20668,40.20667933,-31.01458,6.156366826,6.034498133,-36.87726661,0.1937912,-272.73,61.773,42.362,59.899,199.6774597,161.0735032,12.409,15.416,-32.73073,-23.99115075,8.73958354,-62.06772291,73.89137771,103.7042639,,,0,,,,Semiconductors,1.874,-0.529854953,-0.663048578,0.969663121
SRCE,1st Source Corporation,NASDAQ,1,Finance,1,46.05,1188.320244,353.33801,353.338,,31.868,8.779,81.869,22.613,398.98,6325.618,,5562.028,,,83.998,,116.532,140.697,24.165,1.337622863,1047.468428,1282.154744,1.364834,1.533903746,0,10,12.76582278,,Regional Banks,763.59,0.018422232,0.018670153,0.879286103
SRDX,Surmodics Inc,NASDAQ,1,Healthcare,0,54.83,739.2181039,86.563995,81.336,0.764,6.431,0,-4.457,-3.075,97.615,164.135,81.527,55.525,40.02677166,70.30420726,44.715,8.877,24.96,34.052,14.092,-2.964140353,637.2538271,917.15005,9.208489,15.65277954,0,,,127.4704726,Medical Specialties,108.61,0.152069942,0.209010216,0.338288604
SRI,"Stoneridge, Inc.",NYSE,0,Consumer Cyclicals,0,29.58,842.7046273,866.19897,866.199,66.693,29.192,4.72,53.848,11.21,146.251,559.519,320.177,276.253,59.31235778,55.47711499,98.749,139.076,51.745,80.772,29.027,9.628127693,702.1305707,734.2417109,2.479046,3.805769658,-3.921562,,13.31209159,7.657524231,Auto Parts: OEM,283.266,0.09248122,0.112301148,0.49373301
SRLP,Sprague Resources LP,NYSE,0,Energy,0,15.45,351.1321346,3623.4287,2854.996,56.084,28.125,31.345,25.504,3.822,,1362.985,806.487,1231.151,34.42683545,56.08129265,186.928,308.786,10.087,57.042,46.955,2.147290271,329.3142144,1155.172902,4.139901,,0,,21.4159292,13.71792685,Oil & Gas Pipelines,131.834,0.007400668,0.008576965,0.903275531
SRNE,"Sorrento Therapeutics, Inc.",NASDAQ,1,Healthcare,0,1.97,240.8916011,34.67099,151.856,52.337,7.079,4.98,9.061,-36.038,-165.12,479.776,29.7,273.166,8.305615188,,109.311,2.211,-110.152,-99.18,10.972,2.056135844,293.4600153,258.8308,1.578578,3.490405781,0,,29.23076923,4.356174159,Biotechnology,206.61,-0.229590476,-0.297334431,0.569361535
SRRA,"Sierra Oncology, Inc.",NASDAQ,1,Healthcare,0,1.83,135.9891277,0,0,-55.318,0.111,,-53.335,-0.302,-677.412,109.469,108.752,14.99,,,,,-45.233,-45.115,0.118,-50.39519623,98.09051995,-7.7792428,1.038994,1.038993573,-100000,,,,Biotechnology,94.479,-0.413203738,,0.136933744
SRRK,Scholar Rock Holding Corp.,NASDAQ,1,Healthcare,0,16.49,416.1581162,0,0,-25.029,0.669,,-24.995,0,-57.525,61.637,59.201,5.927,,,,,-22.098,-21.737,0.361,-52.9448522,579.6938615,,,,-100000,,,,Biotechnology,55.71,-0.358518422,,0.096159774
SRT,"StarTek, Inc.",NYSE,0,Business Services,0,7.68,284.62848,349.43997,292.604,-0.14,11.08,2.109,-1.276,-0.436,-37.201,95.998,58.149,49.059,70.62329121,,14.634,53.052,8.343,15.528,7.185,-1.258345414,246.455659,182.09002,3.435704,4.992052297,0,,,16.64442596,Miscellaneous Commercial Services,46.939,0.086908061,0.102539207,0.511041897
SRTS,"Sensus Healthcare, Inc.",NASDAQ,1,Healthcare,0,7.36,118.3929654,26.427191,26.42719,-2.00535,,0.156685,-2.022761,0,-13.525532,33.251229,31.902191,6.791213,125.0232996,9.758627677,0.433737,13.145934,,,,-7.766942686,119.1898408,89.22131337,4.512212,4.587414744,0,,,,Medical Specialties,26.460016,,,0.204239458
SSTI,"ShotSpotter, Inc.",NASDAQ,1,Business Services,0,45.53,496.8233331,34.752998,34.753,-1.682,3.917,0,-2.725,-0.013,-97.377,47.119,26.443,29.972,100.7995713,,1.621,15.267,-9.83,-1.386,8.492,-6.541282091,337.4299493,319.2636383,19.75631,21.81901533,0,35,,142.8472654,Aerospace & Defense,17.147,-0.208620726,-0.216053453,0.636091598
SSYS,Stratasys Ltd.,NASDAQ,1,Industrials,0,26.66,1434.574628,665.46094,663.237,-8.847,,,-10.964,4.736,-1531.326,1388.254,684.171,245.287,77.23430312,166.7711315,493.123,140.804,,,,-0.792195387,969.118137,602.88351,0.849649,1.495236937,14.61989,20.3,,,Electronic Equipment/Instruments,1142.967,,,0.176687407
STAR,iStar Inc.,NYSE,0,Finance,1,8.44,575.2534672,799.95398,799.954,151.41,58.699,194.663,-32.262,0.815,-2472.061,5014.277,,3950.162,70.96487111,,156.281,,-172.362,16.676,189.038,-0.662100047,623.4499557,3481.35386,0.7234845,0.883481302,0,,,16.39758023,Real Estate Investment Trusts,1064.115,-0.034374248,-0.035480062,0.787782965
STBA,"S&T Bancorp, Inc.",NASDAQ,1,Finance,1,39.36,1362.485826,339.358,339.358,,4.599,14.311,105.03,17.845,701.819,7263.556,,6327.795,,,290.047,,120.194,124.366,4.172,1.465761634,1324.664884,1851.294403,1.402535,2.032537303,0,6.25,12.52897159,,Regional Banks,935.761,0.016547542,0.017235799,0.871170402
STC,Stewart Information Services Corporation,NYSE,0,Finance,1,42.67,1012.345723,1909.834,1909.834,,24.932,3.875,47.523,13.507,514.248,1372.93,286.479,693.093,,,258.617,,73.502,84.177,10.675,3.4203776,982.877404,1094.907,1.457972,2.36674387,0,,20.63294294,,Specialty Insurance,679.837,0.053536597,0.065961718,0.504827631
STCN,"Steel Connect, Inc.",NASDAQ,1,Technology,0,1.88,116.1802403,757.86902,645.258,-20.727,37.076,29.884,36.715,-71.202,-7363.569,827.05,264.281,684.23,51.10898276,30.39169069,447.316,99.254,-6.655,11.768,18.423,6.625175486,106.199513,570.04788,1.196483,,,,3.964840097,34.86744633,Internet Software/Services,142.82,-0.008046672,-0.017525426,0.827313947
STFC,State Auto Financial Corporation,NASDAQ,1,Finance,1,33.67,1454.543947,1275.8,1275.8,,8.9,5.7,12.8,0.1,712.7,2915.9,110.2,2059.3,,,,,,-13.4,,0.427671695,1468.723898,1599.336,1.716704,,0,,117.3793103,,Property/Casualty Insurance,856.6,,,0.706231352
STG,Sunlands Online Education Group Sponsored ADR Class A,NYSE,0,Consumer Non-Cyclicals,0,4.29,741.1037305,,143.5528584,-137.26659,1.199871907,0,-135.920081,0,-295.262285,302.4660627,185.1769042,397.2232801,53.17774032,,0.238329238,,62.34599,121.2653376,59.02973228,-80.49297774,525.1644131,,,,0,,,,Miscellaneous Commercial Services,-94.75721744,0.206125571,0.206288117,1.313282147
STIM,"Neuronetics, Inc.",NASDAQ,1,Healthcare,0,17.02,307.2961135,49.248997,52.776,-19.834,0.882,3.688,-24.097,0,-221.043,117.022,114.473,45.98,34.1893569,13.85062161,,5.62,-21.602,-20.591,1.011,-30.90151321,343.3463967,98.9558,4.833005,4.833005828,100000,,,,Medical Specialties,71.042,-0.184597768,,0.392917571
STML,"Stemline Therapeutics, Inc.",NASDAQ,1,Healthcare,0,11.6,470.4960314,0.50000006,0.898199,-68.55839,0.014641,0,-67.828394,0,-204.27569,67.006168,52.044853,19.935739,37.44586389,,,,-49.74758,-49.618794,0.128782,-100.393355,302.1095057,307.9683668,8.389397,8.389387783,0,,,,Biotechnology,47.070429,-0.742432846,,0.297520954
STND,Standard AVB Financial Corp,NASDAQ,1,Finance,1,29.14,139.3150202,41.141998,41.142,,,,8.801,2.248,,971.796,,829.498,,,,,,,,0.905268268,142.8528748,,,,,,15.89361702,,Savings Banks,142.298,,,0.853572149
STNG,Scorpio Tankers Inc.,NYSE,0,Energy,0,17.54,901.5034158,585.047,585.047,10.814,176.723,186.628,-190.071,0,-348.308,4784.164,687.341,2945.153,41.38361961,38.94884552,11.539,67.207,5.053,57.79,52.737,-4.095236864,907.9734816,2929.570874,0.4918923,0.494998266,0,-271.419,,15.62129539,Marine Shipping,1839.011,0.001056193,0.001058746,0.615604524
STNL,Sentinel Energy Services Inc Class A,NASDAQ,1,Utilities,0,10.025,432.3281085,,0,-0.08638,,0,-0.086384,0,-0.086384,346.075285,1.075285,12.09489,,,0,,-0.24983,-0.249827,0,,432.1125197,,,,,,,,Electric Utilities,333.980395,-0.000721895,-0.000721895,0.034948725
STON,StoneMor Partners L.P.,NYSE,0,Consumer Non-Cyclicals,0,4.1,155.6318949,317.99597,338.227,-10.673,13.183,27.345,-74.376,-9.621,,1783.552,112.986,1691.856,84.37334246,32.79298786,88.106,79.116,4.187,14.976,10.789,-4.116650611,79.71389561,557.85388,2.63065,38.02169189,,,,222.2525418,Other Consumer Services,91.696,0.002347563,0.002469557,0.948587986
STRL,"Sterling Construction Company, Inc.",NASDAQ,1,Industrials,0,14.21,378.5543923,1036.403,1037.667,29.057,16.77,12.35,25.187,1.738,-64.934,482.573,302.616,310.313,66.7817879,29.60145544,127.649,197.288,26.303,39.474,13.171,5.325673374,294.7705379,288.02266,1.761828,7.88110266,26.2295,,11.75771971,6.308400902,Engineering & Construction,172.26,0.054505743,0.074108823,0.643038463
STRO,"Sutro Biopharma, Inc.",NASDAQ,1,Healthcare,0,8.86,202.4332684,,51.741,-19.272,4.99,0.612,-19.688,0,-115.011,40.977,25.629,47.265,7.763330821,,,,-40.39,-37.074,3.316,-35.64697042,206.0889666,,,,100000,,,,Pharmaceuticals: Major,-6.288,-0.985674891,,1.153451936
STRS,Stratus Properties Inc.,NASDAQ,1,Finance,1,24,195.9359894,80.022995,80.34,0.312,7.853,12.642,3.879,13.904,-37.121,405.993,,278.603,,,,,-23.826,10.253,34.079,0.904018794,195.7727057,424.8387,1.897571,1.897571283,,,63.19148936,52.03168402,Real Estate Development,127.39,-0.058685741,,0.686226117
STRT,STRATTEC SECURITY CORPORATION,NASDAQ,1,Consumer Cyclicals,0,30.24,113.1580823,463.62503,439.195,13.275,14.585,1.137,12.283,2.07,236.162,307.175,151.103,123.929,69.96286957,76.47866314,0,86.346,-17.194,6.94,24.134,4.229035151,107.6543947,177.12465,0.6848595,0.68485953,,,9.201807229,6.357668701,Auto Parts: OEM,183.246,-0.055974607,-0.055974607,0.403447546
STXB,"Spirit of Texas Bancshares, Inc.",NASDAQ,1,Finance,1,21.31,258.6394653,67.828003,67.828,,,1.842,9.978,2.002,27.003,1467.969,,1269.173,,,27.923,,,,,0.798537375,275.7291304,,,,-0.5905569,,21.6952381,,Regional Banks,198.796,,,0.864577522
SUNS,Solar Senior Capital Ltd,NASDAQ,1,Finance,1,16.9,270.8224874,31.518,31.518,21.621,,7.808,13.813,0,-27.557,459.295,,197.903,52.71527381,,,,-76.139,-76.139,0,2.815428704,242.2979924,406.5597072,0.9278482,0.92784834,0,,17.55689735,18.80392707,Investment Trusts/Mutual Funds,261.392,-0.165773631,,0.43088429
SUP,"Superior Industries International, Inc.",NYSE,0,Consumer Cyclicals,0,5.38,134.602218,1484.8071,1501.8,97,95.1,50.1,39.8,6.3,,1451.6,370.4,920,,,,,78.4,156.1,77.7,2.650813293,120.3413842,,,,100000,,16.5862069,,Auto Parts: OEM,531.6,0.054009369,,0.633783411
SURF,"Surface Oncology, Inc.",NASDAQ,1,Healthcare,0,4.2,116.2643914,52.132,59.417,-9.151,,,-6.597,0,,174.065,,,,,,,,,,-5.163608186,117.3716703,,,,100000,,,,Biotechnology,174.065,,,0
SVA,Sinovac Biotech Ltd.,NASDAQ,1,Healthcare,0,,383.806852,229.92801,174.346,45.318,4.638,1.569,25.807,8.339,9.132,299.219,203.888,117.605,121.4639424,364.4735958,0,66.205,47.841,59.756,11.915,10.10901456,411.6877375,400.0523851,2.986274,2.986272525,,,17.51111111,8.008094825,Biotechnology,181.614,0.159886237,0.159886237,0.39303988
SVBI,"Severn Bancorp, Inc.",NASDAQ,1,Finance,1,8.6816,110.4386263,46.439999,46.44,,,2.915,8.569,2.977,32.86,974.233,,875.78,,,,,,,,0.962197075,101.513578,7.1060076,,,,,11.92290453,,Savings Banks,98.453,,,0.898943066
SVRA,"Savara, Inc.",NASDAQ,1,Healthcare,0,7.4,259.9546153,0,0,-25.516,0.363,1.161,-29.797,-3.634,-68.203,160.093,97.864,40.784,,,60.708,,-28.729,-28.234,0.495,-31.48357512,265.9265483,180.997406,3.794863,7.726170312,0,,,,Biotechnology,119.309,-0.179451944,-0.289067767,0.254751925
SWM,"Schweitzer-Mauduit International, Inc.",NYSE,0,Consumer Non-Cyclicals,0,37.93,1171.923195,1040.5,1040.5,135.9,61.6,35,94.2,10.7,608.2,1466.5,429.2,908.6,56.05670351,99.35866338,610.9,133,112.1,139.1,29.7,6.261216351,770.7133315,1297.157145,1.381645,,0,2,8.188147615,6.567884278,Pulp & Paper,557.9,0.076440505,0.131019168,0.619570406
SXC,"SunCoke Energy, Inc.",NYSE,0,Energy,0,8.96,580.2137329,1450.9,1450.9,118.7,141.6,64.6,26.2,4.6,127.4,2108.7,335,1426,18.79212902,17.46474004,233.7,75.4,85.5,185.8,100.3,1.237512694,553.5954217,1472.325,1.195562,2.413533545,0,,21.375,5.636772588,Coal,682.7,0.040546308,0.0456,0.676246028
SXCP,SunCoke Energy Partners LP,NYSE,0,Energy,0,13.05,602.9883255,892.09998,892.1,119.7,92.4,62.6,56.3,-1.6,,1619.1,144.5,1012.4,20.41643314,28.9716503,229.3,51.9,102,162.8,60.8,3.453458059,491.6318695,1336.068,0.9013321,1.55454126,0,,8.731331036,6.299236209,Steel,606.7,0.062997962,0.073391855,0.625285653
SXI,Standex International Corporation,NYSE,0,Industrials,0,79.23,1002.497223,832.86096,868.382,103.182,29.163,8.322,36.632,40.62,761.43,916.937,383.959,466.142,55.92488386,76.20615741,349.837,134.228,38.386,64.925,26.539,4.10531583,861.8522557,1391.1036,2.880486,12.86186767,0,10,35.73426573,10.62057077,Miscellaneous Manufacturing,450.795,0.04186329,0.067688238,0.508368623
SXTC,"China Sxt Pharmaceuticals, Inc.",NASDAQ,1,Healthcare,0,7.12,160.5275141,,7.019243,1.63227,0.129439,0.000779,1.187581,0.440103,1.544645,7.657894,6.10219,4.372119,201.0625117,151.9629051,0.060673,2.905976,0.89047,1.920161,1.050725,18.14581795,,,,,,,,,Miscellaneous Commercial Services,3.285775,0.116281317,0.117209964,0.570929684
SYBT,"Stock Yards Bancorp, Inc.",NASDAQ,1,Finance,1,35.02,798.175844,175.119,175.119,,3.7,0.924,55.517,12.031,298.156,3302.924,,2936.424,,,1.739,,56.1,63.157,7.057,1.697100681,746.0360102,786.1892,2.035939,2.045645667,0,,13.55371901,,Regional Banks,366.5,0.01698495,0.016993898,0.889037713
SYBX,Synlogic Inc,NASDAQ,1,Healthcare,0,8,203.5839996,2.5199997,2.444,-40.824,2.31,0.057,-40.377,0,-71.654,99.699,88.589,14.661,,,0,,-33.633,-31.055,2.578,-67.44224891,178.3904855,-20.9049823,1.856164,1.85616295,0,,,,Biotechnology,85.038,-0.33734541,-0.33734541,0.147052628
SYKE,"Sykes Enterprises, Incorporated",NASDAQ,1,Business Services,0,28.67,1226.44526,1625.741,1625.741,84.198,73.359,4.743,48.926,7.991,598.788,1171.967,516.637,343.117,77.81463653,,476.548,335.377,62.21,109.094,55.04,3.915553814,1057.974067,1005.37758,1.276037,3.013143309,0,10,21.3539418,6.381040385,Data Processing Services,828.85,0.053081699,0.08945686,0.292770189
SYNA,Synaptics Incorporated,NASDAQ,1,Technology,0,42.12,1449.054318,1625.5999,1630.3,-48.8,122.8,22.2,-124.1,40.5,606.4,1499.8,739.5,770.5,60.93035024,56.19889421,592,289.1,110.9,145,41.8,-8.971624797,1288.172939,1872.354,2.434571,12.93177405,0,8.333333,,25.30208108,Computer Peripherals,729.3,0.073943192,0.122163472,0.513735165
SYNL,Synalloy Corporation,NASDAQ,1,Non-Energy Materials,0,14.8,132.1640062,261.00436,280.841,273.408,,2.211,13.097,3.376,,228.398,167.469,125.914,45.33857337,,19.496,41.065,,,,6.682947317,147.1698962,221.47102,,,,,11.20945946,,Miscellaneous Manufacturing,102.484,,,0.551292043
SYRS,"Syros Pharmaceuticals, Inc.",NASDAQ,1,Healthcare,0,7.07,237.9408471,1.1569999,2.05,-64.296,1.604,,-62.279,0,-217.545,106.766,101.734,28.18,,,,,-41.699,-40.315,1.384,-67.23633498,187.458349,81.60924009,2.393249,2.393248956,-100000,,,,Biotechnology,78.586,-0.390564412,,0.263941704
SYX,Systemax Inc.,NYSE,0,Industrials,0,20.53,764.9477911,896.90002,896.9,61.7,,,49.5,13.4,,530,497.4,392.3,52.57888282,19.17581409,,84.1,,,,9.154799334,890.1413372,,,,0,,13.84285549,,Catalog/Specialty Distribution,137.7,,,0.740188679
TA,TravelCenters of America LLC,NASDAQ,1,Consumer Cyclicals,0,4.45,179.771087,6231.437,6231.437,16.749,83.179,29.003,-2.797,-1.574,-246.773,1542.788,643.676,1092.396,6.529533236,10.57665652,48.146,97.449,-63.175,81.606,144.781,-0.170117522,149.5276855,174.83044,0.3384107,0.379067102,0,5,,1.74587763,Other Consumer Services,450.392,-0.040948594,-0.042267647,0.708066176
TACO,"Del Taco Restaurants, Inc.",NASDAQ,1,Consumer Services,0,10.24,386.7033507,494.73895,471.456,44.104,23.362,7.2,49.871,-15.824,66.897,742.324,19.883,326.075,3.084789461,-10.86842532,564.536,3.828,7.161,57.788,51.66,6.787566495,377.2623507,649.2883738,1.118175,,0,16,9.688,9.62393463,Restaurants,416.249,0.009646731,0.040278309,0.439262371
TALO,"Talos Energy, Inc.",NYSE,0,Energy,0,22.73,1230.965815,708.95105,319.206,29.953,163.917,18.195,377.683,-14.769,-247.639,858.773,365.772,550.605,85.79854389,,0,35.8,8.101,82.137,74.26,37.8012627,883.8258746,595.947291,2.086966,2.086966496,-2.351314,,,3.073953118,Integrated Oil,308.168,0.009433226,0.009433226,0.641153134
TAST,"Carrols Restaurant Group, Inc.",NASDAQ,1,Consumer Services,0,10.5,388.542017,1179.307,1179.307,34.377,,23.638,10.105,-0.157,,,,280.144,,,,,,,,,359.54378,705.2456,,,0,20,42.63636364,7.595945931,Restaurants,-280.144,,,#DIV/0!
TBBK,Bancorp Inc,NASDAQ,1,Finance,1,8.95,505.1916816,278.33301,278.333,,,,87.54,32.241,-0.817,4454.561,,4047.785,,,3.846,,,,,1.910560912,449.3101554,-44.87028424,1.102609,1.113133449,0,,5.135483871,,Regional Banks,406.776,,,0.908683257
TBI,"TrueBlue, Inc.",NYSE,0,Business Services,0,22.06,884.0324475,2499.207,2499.207,76.619,41.049,4.881,65.754,9.909,606.087,1114.844,429.827,523.405,54.00734713,,328.695,355.373,108.638,125.692,17.054,5.913461863,900.7912636,911.8125,1.477715,3.326349146,0,,13.36518437,7.749026923,Personnel Services,591.439,0.097446818,0.138190089,0.469487211
TBIO,"Translate Bio, Inc.",NASDAQ,1,Healthcare,0,9.02,407.1808452,0.23800001,0,-60.861,1.585,0,-66.443,-12.481,-148.808,198.547,63.035,99.166,,,21.359,,-53.557,-50.788,2.769,-32.8836208,338.5649872,,,,0,,,,Biotechnology,99.381,-0.269744695,-0.302260875,0.499458566
TBK,"Triumph Bancorp, Inc.",NASDAQ,1,Finance,1,31.99,854.1649907,284.875,284.875,,5.72,12.868,51.708,14.792,170.486,4559.779,,3923.172,,,199.417,,55.876,74.652,18.776,1.283266069,780.5160404,1083.050236,1.257311,1.830812917,-0.1566529,10,14.63558863,,Regional Banks,636.607,0.012254103,0.012814532,0.860386435
TBNK,Territorial Bancorp Inc.,NASDAQ,1,Finance,1,27.8,268.1587901,76.464996,76.465,,,2.01,19.212,6.111,182.594,2068.999,,1833.351,,,,,,,,0.942716665,250.6030732,369.3592621,1.063459,,0,,12.79802956,,Regional Banks,235.648,,,0.88610531
TBPH,Theravance Biopharma Inc,NASDAQ,1,Healthcare,0,22.77,1265.533823,60.369999,60.37,-238.751,3.166,10.482,-215.524,-10.561,-1012.145,560.235,532.823,611.824,60.56629949,,,10.673,-120.107,-112.867,7.24,-43.03443869,1417.96748,1330.14371,,,100000,,,,Pharmaceuticals: Other,-51.589,-0.21438682,,1.092084572
TBRGU.U,Thunder Bridge Acquisition Ltd Units Cons of 1 Class A ordinary Shs + 1 redeemable Wt,NASDAQ,1,Finance,1,10.545,237.2625,,0,0,,0,-0.00527,0,-0.00527,0.17633,0.025817,0.1566,,,0,,-0.00527,-0.00527,0,,229.05,,,,,,,,Financial Conglomerates,0.01973,-0.029887143,-0.029887143,0.888107526
TC,TuanChe Ltd. Sponsored ADR Class A,NASDAQ,1,Business Services,0,6.3,183.5987825,82.462555,41.52956575,-10.61537,0.142789048,0.357490508,-11.20028414,0,-59.78593366,17.32724201,16.82248157,27.14941646,22.67624172,,,1.300214988,-8.82806,-8.828062365,0,-91.68510308,196.7129753,,,,-0.3695369,,,,Catalog/Specialty Distribution,-9.822174447,-0.5094902,,1.566863119
TCBK,TriCo Bancshares,NASDAQ,1,Finance,1,39.91,1214.221827,277.68701,277.687,,7.014,5.876,68.32,25.032,303.49,6372.103,,5544.73,,,250.252,,80.891,88.326,7.435,1.226369566,1027.824223,753.6232,1.242242,1.780905504,-0.1124859,7,13.30314961,,Regional Banks,827.373,0.012694553,0.013213487,0.870156995
TCDA,Tricida Inc,NASDAQ,1,Healthcare,0,23.89,1005.84066,0,0,-47.122,0.335,0,-41.29,0,-89.386,70.574,69.424,11.545,,,0,,-41.405,-40.401,1.004,-84.0440473,992.8830201,,,,,,,,Pharmaceuticals: Major,59.029,-0.586689149,-0.586689149,0.163587157
TCFC,Community Financial Corporation,NASDAQ,1,Finance,1,29.43,164.1605437,69.320999,69.321,,,3.604,11.228,4.173,72.594,1689.227,,1534.745,,,13.641,,,,,0.725513281,163.1007207,228.6689124,1.055708,1.157957024,0,,14.45449602,,Regional Banks,154.482,,,0.908548703
TCI,"Transcontinental Realty Investors, Inc.",NYSE,0,Finance,1,33.74,294.1453485,127.099,125.233,20.105,25.558,62.344,-15.815,0.18,-79.865,1313.422,,1105.161,528.6850111,,,,-89.199,-24.756,64.443,-1.265536126,246.893769,1203.757462,1.443368,1.443367901,,,,26.3617691,Real Estate Development,208.261,-0.067913435,,0.84143634
TCMD,"Tactile Systems Technology, Inc.",NASDAQ,1,Healthcare,0,72.84,1365.094315,143.75101,143.751,2.99,3.635,0,6.623,-3.147,9.705,107.071,84.961,17.801,58.23074274,114.9669814,5.339,24.332,4.823,9.019,9.546,6.774823801,841.4451164,835.4046376,9.506536,10.11125609,15.35269,,133.0704061,126.0988132,Medical Specialties,89.27,0.045044877,0.047408878,0.166254168
TCPC,BlackRock TCP Capital Corp.,NASDAQ,1,Finance,1,14.3,840.9258077,161.65154,161.651536,85.94464,,40.168761,45.475882,0,-126.221852,1659.535689,,829.060962,46.85269005,,0,,60.72094,60.72094,0,2.765367099,766.8302346,1544.232207,0.9228709,0.9228708,-0.3172696,3,16.86497672,17.96775467,Financial Conglomerates,830.474727,0.036589114,0.036589114,0.499574048
TCRD,"THL Credit, Inc.",NASDAQ,1,Finance,1,6.79,221.8564573,36.205002,34.582,5.942,,16.73,-10.599,0.639,-135.712,518.451,,222.77,114.0532647,,0,,,,,-1.849520344,198.6579162,407.27872,0.6645455,0.664545372,-8.105021,,,,Investment Trusts/Mutual Funds,295.681,,,0.429683808
TCRR,"TCR2 Therapeutics, Inc.",NASDAQ,1,Healthcare,0,19.21,459.8873883,,0,-13.18,0.298,0,-13.07,0,-26.324,22.039,20.703,1.261,,,0,,-12.423,-12.035,0.388,-64.87962274,,,,,,,,,Pharmaceuticals: Major,20.778,-0.563682563,-0.563682563,0.057216752
TCS,"The Container Store Group, Inc.",NYSE,0,Consumer Cyclicals,0,6.52,318.9062309,874.67712,857.228,46.13,37.922,25.013,19.428,-12.723,-595.721,749.369,154.194,500.662,11.29091385,62.19901247,432.216,22.907,34.53,62.176,27.646,2.57119659,233.3150005,538.689624,1.051488,,0,,13.6,6.409004235,Specialty Stores,248.707,0.046078768,0.108874896,0.668111438
TCX,Tucows Inc.,NASDAQ,1,Technology,0,76.75,816.5432453,346.013,346.013,30.759,14.965,3.687,17.135,9.02,60.81,339.575,131.926,259.799,14.57834186,8.395866743,139.449,10.837,9.29,37.209,28.484,4.96504522,637.5969851,700.2618502,8.001364,,0,,37.8354542,15.31497354,Internet Software/Services,79.776,0.027357727,0.046420755,0.765071045
TDACU.U,Trident Acquisitions Corp. Units Cons of 1 Sh + 1 Wt 21,NASDAQ,1,Finance,1,10.32,180.6,,0,-0.00039,,,-0.000387,0,-0.002358,0.547642,0.144603,0.525,,,0,,-0.00039,-0.000387,0,-0.077736521,178.4125,,,,,,,,Financial Conglomerates,0.022642,-0.000712144,-0.000712144,0.958655472
TDW,Tidewater Inc,NYSE,0,Energy,0,22.73,844.8513239,406.51999,406.52,-29.21,58.293,31.364,-171.517,18.252,-210.783,1827.739,683.302,682.816,264.2936879,257.4838104,0,111.266,-17.45,3.941,21.391,-9.598258942,683.4766223,550.9934618,0.6184406,0.61844049,100000,,,18.94555107,Oilfield Services/Equipment,1144.923,-0.009547315,-0.009547315,0.373585069
